2908402,2813087,2908402,2.90482e+06 
6765794,6542050,6765794,6.76755e+06 
389643,375819,389643,389640 
1745001,1699484,1745001,1.74523e+06 
3037800,2948351,3037801,3.04542e+06 
6401643,6202406,6401643,6.40164e+06 
317476,312224,317476,317472 
1599412,1547727,1599412,1.59941e+06 
2654559,2600612,2654559,2.64876e+06 
6760598,6557683,6760599,9.57419e+06 
3041716,2944650,3041716,3.04172e+06 
3323942,3224543,3323942,5.41738e+06 
8070838,7848270,8070836,9.87914e+06 
3816618,3704314,3816620,3.81662e+06 
8092254,7848063,8092255,9.99928e+06 
6399419,6210215,6399420,6.39942e+06 
6600900,6393304,6600899,7.9995e+06 
872022,845212,872022,872022 
6362620,6196381,6362618,8.21061e+06 
2886294,2799831,2886294,9.94932e+06 
2195420,2141636,2195421,2.1923e+06 
3461071,3352665,3461071,3.44699e+06 
6868396,6680071,6868397,6.87108e+06 
1755326,1733082,1755326,1.75424e+06 
5107956,5032070,5107956,8.73062e+06 
6204188,6106293,6204188,6.20627e+06 
5816118,5656221,5816118,9.77241e+06 
215556,208841,215556,215556 
4180493,4046716,4180494,9.9169e+06 
848941,832439,848941,848941 
635397,620369,635397,635384 
8726218,8452355,8726220,8.72622e+06 
1739674,1690051,1739674,1.73844e+06 
9278839,9012047,9278841,9.28147e+06 
8392413,8198750,8392412,8.39592e+06 
6906871,6703165,6906871,8.33934e+06 
3746999,3668785,3747000,3.72519e+06 
4091775,3969947,4091776,4.08535e+06 
832063,803187,832063,832063 
7646058,7435264,7646057,7.64606e+06 
1199176,1162852,1199176,1.19918e+06 
8279736,7999719,8279736,8.28175e+06 
7356494,7127236,7356497,7.35795e+06 
1202802,1175396,1202802,1.2028e+06 
6079478,5951105,6079478,6.07948e+06 
2757136,2687310,2757137,2.74249e+06 
9786274,9483069,9786275,9.7909e+06 
4396873,4273710,4396873,6.19899e+06 
1989842,1936371,1989842,1.9801e+06 
2825053,2770848,2825053,2.82018e+06 
8246959,8049766,8246957,9.80953e+06 
8550377,8269165,8550377,8.55333e+06 
7043635,6845679,7043636,7.04655e+06 
7726004,7518013,7726005,7.72833e+06 
9366793,9128827,9366794,9.36679e+06 
8975398,8718763,8975397,8.97884e+06 
1402528,1362513,1402528,1.40253e+06 
6965811,6759370,6965811,6.9682e+06 
9627027,9406671,9627027,9.62703e+06 
5335306,5197047,5335304,5.33531e+06 
3351617,3250681,3351618,3.34465e+06 
6225602,6129903,6225602,6.22879e+06 
3750438,3642276,3750438,3.75129e+06 
9170213,9110254,9170214,9.17375e+06 
2415493,2361240,2415493,2.40647e+06 
4520511,4369475,4520511,4.52142e+06 
9176121,8990363,9176124,9.60951e+06 
8892413,8639623,8892414,8.89655e+06 
2255199,2201143,2255200,2.22802e+06 
8061707,7868179,8061710,8.06804e+06 
2903370,2829968,2903370,2.89322e+06 
3905363,3804102,3905363,5.92461e+06 
8478131,8280644,8478131,8.47813e+06 
8357221,8170549,8357222,8.36004e+06 
9288917,9022480,9288917,9.29397e+06 
5378570,5243608,5378571,5.37857e+06 
8382879,8117138,8382880,8.38552e+06 
464694,450845,464694,464685 
9681006,9439960,9681009,9.68473e+06 
8260754,8015546,8260755,8.26486e+06 
7221375,7131937,7221375,7.22137e+06 
4144017,4033400,4144017,4.14494e+06 
6774058,6590620,6774058,6.7767e+06 
2262347,2200047,2262347,2.25818e+06 
3351058,3248383,3351059,3.35183e+06 
959225,933222,959225,959196 
7798777,7618571,7798779,7.80315e+06 
8455876,8238428,8455877,9.56653e+06 
6589366,6413303,6589367,6.59113e+06 
1963728,1920861,1963728,1.96305e+06 
5971888,5779813,5971889,5.97189e+06 
4743302,4610098,4743302,4.76312e+06 
2175974,2125734,2175974,2.17064e+06 
2600607,2540592,2600607,2.59715e+06 
8159525,7945242,8159525,8.1635e+06 
3653259,3649860,3653259,3.65098e+06 
858308,841582,858308,858308 
7154065,6969922,7154067,7.1578e+06 
5088589,4958721,5088589,5.08859e+06 
3853740,3718750,3853740,3.84989e+06 
